class id,filepaths,label,scientific name,Big Garden Bird Watch '22 Rank,BoCC5 Status,Source
10,.\birds\Chaffinch(48).jpg,Chaffinch,Fringilla coelebs,11,Green,https://focusingonwildlife.com/news/wp-content/gallery/chaffinch-fringilla-coelebs/chaffinch_03_0.jpg
17,.\birds\Greenfinch(135).jpg,Greenfinch,Chloris chloris,18,Red,https://www.birdforum.net/gallery/greenfinch.200632/full
10,.\birds\Chaffinch(14).jpg,Chaffinch,Fringilla coelebs,11,Green,http://www.exworld.fr/WordPress/wp-content/images/Fringilla-coelebs-female.jpg
1,.\birds\BlueTit(56).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://www.naturephoto-cz.com/photos/roucka/cyanistes-caeruleus-xxx_mg_6952.jpg
19,.\birds\Song_Thrush(13).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://www.scientificlib.com/en/Biology/Animalia/Chordata/Aves/images/TurdusPhilomelos1.jpg
18,.\birds\Wren(147).jpg,Wren,Troglodytes troglodytes,19,Amber,http://www.naturephoto-cz.com/photos/mraz/wren-36x_14a304.jpg
2,.\birds\Starling(144).jpg,Starling,Sturnus vulgaris,3,Red,Camera trap
0,.\birds\House_Sparrow(125).jpg,House_Sparrow,Passer domesticus,1,Red,https://www.birdnote.org/sites/default/files/house-sparrow-display-tony-marfell-lg-web.jpg
15,.\birds\Carrion_Crow(2).jpg,Carrion_Crow,Corvus corone,16,Green,https://www.first-nature.com/birds/images/corvus-corone1.jpg
11,.\birds\Dunnock(116).jpg,Dunnock,Prunella modularis,12,Amber,https://www.bto.org/sites/default/files/styles/400_wide/public/shared_images/gbw/species/dunnock/dunnock-birdsdunnojillpakenham300x196.jpg?itok=H7A29A4n
1,.\birds\BlueTit(9).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/001/shared_files/uploads/3025972_l.jpg
4,.\birds\Blackbird(135).jpg,Blackbird,Turdus merula,5,Green,http://www.naturephoto-cz.com/photos/mraz/blackbird-90x_13f621.jpg
14,.\birds\Collared_Dove(86).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://sandiegobirdspot.com/wp-content/gallery/eurasian-collared-dove/QL0A8510.jpg
8,.\birds\Magpie(12).jpg,Magpie,Pica pica,9,Green,https://www.viva.fct.unl.pt/sites/www.viva.fct.unl.pt/files/imagens/aves/pica_pica_completar_texto/pica_pica3_jose_frade_face.jpg
11,.\birds\Dunnock(97).jpg,Dunnock,Prunella modularis,12,Amber,https://focusingonwildlife.com/news/wp-content/gallery/dunnock-prunella-modularis/dunnock-prunella-modularis-10.jpg
1,.\birds\BlueTit(39).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://www.naturephoto-cz.com/photos/birds/cyanistes-caeruleus-141212.jpg
12,.\birds\Jackdaw(115).jpg,Jackdaw,Coloeus monedula,13,Green,https://i.pinimg.com/originals/cf/2f/30/cf2f302ddfcd98fa024f4a5641ffcef0.jpg
4,.\birds\Blackbird(54).jpg,Blackbird,Turdus merula,5,Green,http://picture-worl.org/_media/img/medium/turdus-merula--linnaeus-1758.jpg
11,.\birds\Dunnock(19).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-xxx10a108.jpg
2,.\birds\Starling(84).jpg,Starling,Sturnus vulgaris,3,Red,https://www.quelestcetanimal.com/wp-content/uploads/2010/12/Sturnus-vulgaris.jpg
5,.\birds\Robin(132).jpg,Robin,Erithacus rubecula,6,Green,https://www.animal.photos/bird/rob1_files/robin5.jpg
18,.\birds\Wren(137).jpg,Wren,Troglodytes troglodytes,19,Amber,https://s-media-cache-ak0.pinimg.com/736x/f1/1d/63/f11d63d9ae09eaee6ebf18e7bb83d555.jpg
4,.\birds\Blackbird(72).jpg,Blackbird,Turdus merula,5,Green,http://www.naturephoto-cz.com/photos/birds/turdus-merula-126966.jpg
5,.\birds\Robin(15).jpg,Robin,Erithacus rubecula,6,Green,https://img2.juzaphoto.com/001/shared_files/uploads_hr/285807_large75495.jpg
17,.\birds\Greenfinch(10).jpg,Greenfinch,Chloris chloris,18,Red,https://img2.juzaphoto.com/001/shared_files/uploads/732140pp.jpg
4,.\birds\Blackbird(136).jpg,Blackbird,Turdus merula,5,Green,https://www.britishbirdlovers.co.uk/images/potd/15-03-03-blackbird.jpg
2,.\birds\Starling(101).jpg,Starling,Sturnus vulgaris,3,Red,http://www.publicdomainpictures.net/pictures/10000/velka/1-1271597731U4wm.jpg
13,.\birds\Feral_Pigeon(84).jpg,Feral_Pigeon,Columba livia domestica,14,Green,http://www.copyright-free-photos.org.uk/animals/birds/feral-pigeon.jpg
11,.\birds\Dunnock(11).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-85x_16a472.jpg
14,.\birds\Collared_Dove(11).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://ocracokeobserver.com/wp-content/uploads/2018/01/Streptopelia-decaocto.jpg
18,.\birds\Wren(135).jpg,Wren,Troglodytes troglodytes,19,Amber,https://1.bp.blogspot.com/-EOAZcMnIxJs/WcZhMAMarQI/AAAAAAAAmto/Of3G3r3Mv50mvJ2Po2GMdXNNUFjX8r1hwCLcBGAs/s1600/wren.jpg
16,.\birds\Coal_Tit(134).jpg,Coal_Tit,Periparus ater,17,Green,http://farm5.static.flickr.com/4058/4434807687_6874a391a8.jpg
9,.\birds\Long_Tailed_Tit(14).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,http://img07.deviantart.net/c7a8/i/2014/077/5/5/aegithalos_caudatus_by_coolpix4200-d7ap640.jpg
19,.\birds\Song_Thrush(118).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://1.bp.blogspot.com/-T_Ci401Glv8/VKwvyeeakPI/AAAAAAAAG_U/1JJfWbq5OCQ/s1600/Song%2BThrush.jpg
4,.\birds\Blackbird(98).jpg,Blackbird,Turdus merula,5,Green,http://upload.wikimedia.org/wikipedia/commons/2/24/Stuutje1979_Common_Blackbird_1.JPG
3,.\birds\Wood_Pigeon(76).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://2.bp.blogspot.com/-qj6NQ77j-nE/WNlOp4Kbb8I/AAAAAAAATu8/8pFw58g9B5s7N4lEiKJh-15N5cqyNlrowCLcB/s1600/IMG_1381.jpg
6,.\birds\Goldfinch(145).jpg,Goldfinch,Carduelis carduelis,7,Green,Camera trap
12,.\birds\Jackdaw(30).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.naturephoto-cz.com/photos/birds/coloeus-monedula-42005.jpg
5,.\birds\Robin(11).jpg,Robin,Erithacus rubecula,6,Green,http://img05.deviantart.net/9ddf/i/2017/078/d/b/erithacus_rubecula_by_snomanda-db2tako.jpg
7,.\birds\Great_Tit(128).jpg,Great_Tit,Parus major,8,Green,https://farm3.staticflickr.com/2940/14229745158_eb42c93d07_b.jpg
8,.\birds\Magpie(82).jpg,Magpie,Pica pica,9,Green,http://2.bp.blogspot.com/-C462VM5d1zI/TgdKNyhZEbI/AAAAAAAAAYc/m2wElMMINMc/s1600/Magpie.jpg
7,.\birds\Great_Tit(99).jpg,Great_Tit,Parus major,8,Green,https://www.birdspot.co.uk/wp-content/uploads/2007/08/great-tit-1.jpg
1,.\birds\BlueTit(45).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2549524.jpg
11,.\birds\Dunnock(106).jpg,Dunnock,Prunella modularis,12,Amber,http://www.permuted.org.uk/photography/wp-content/uploads/2015/03/dunnock_0903159274.jpg
3,.\birds\Wood_Pigeon(27).jpg,Wood_Pigeon,Columba palumbus,4,Amber,http://www.tf79.ch/nature/photos/columba-palumbus001.jpg
12,.\birds\Jackdaw(28).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.naturephoto-cz.com/photos/mraz/coloeus-monedula-84x_19a113.jpg
14,.\birds\Collared_Dove(27).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.bio-foto.com/albums/ptaci/Streptopelia-decaocto-IMG_9592.jpg
7,.\birds\Great_Tit(119).jpg,Great_Tit,Parus major,8,Green,http://www.naturephoto-cz.com/fullsize/birds/great-tit-152441.jpg
18,.\birds\Wren(17).jpg,Wren,Troglodytes troglodytes,19,Amber,http://www.naturephoto-cz.com/photos/birds/troglodytes-troglodytes-200819.jpg
19,.\birds\Song_Thrush(29).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://www.naturephoto-cz.com/photos/mraz/turdus-philomelos-55x_19a394.jpg
2,.\birds\Starling(55).jpg,Starling,Sturnus vulgaris,3,Red,https://img.fotocommunity.com/sturnus-vulgaris-1df60811-3c80-4fa1-a253-8bb2bb19cab3.jpg?height=1080
18,.\birds\Wren(96).jpg,Wren,Troglodytes troglodytes,19,Amber,https://davidkitz.files.wordpress.com/2021/06/wren.jpg
5,.\birds\Robin(70).jpg,Robin,Erithacus rubecula,6,Green,https://www.slo-foto.net/modules/Galerija/data/media/6/2551574783.jpg
14,.\birds\Collared_Dove(123).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://sandiegobirdspot.com/wp-content/gallery/eurasian-collared-dove/QL0A7641.jpg
2,.\birds\Starling(77).jpg,Starling,Sturnus vulgaris,3,Red,https://live.staticflickr.com/4794/40836322602_82c0158da5.jpg
7,.\birds\Great_Tit(74).jpg,Great_Tit,Parus major,8,Green,http://balatsky.ru/NSO/ptitzy_NSO/Parus-major.jpg
2,.\birds\Starling(62).jpg,Starling,Sturnus vulgaris,3,Red,http://www.naturephoto-cz.com/photos/birds/sturnus-vulgaris-210554.jpg
1,.\birds\BlueTit(88).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://www.bio-scene.org/sites/default/files/styles/xxl/public/Ccaeruleus1203-0208.JPG
2,.\birds\Starling(106).jpg,Starling,Sturnus vulgaris,3,Red,https://1.bp.blogspot.com/-xLkaTNzXThM/WMtTA8e4iRI/AAAAAAAABMc/h9-G-nnGl2MYFtFn4zDDLLDBr1rOko4GgCLcB/s1600/IMG_7934%2BEuropean%2BStarling.jpg
11,.\birds\Dunnock(10).jpg,Dunnock,Prunella modularis,12,Amber,https://img2.juzaphoto.com/002/shared_files/uploads/2709789_l.jpg
4,.\birds\Blackbird(13).jpg,Blackbird,Turdus merula,5,Green,https://img2.juzaphoto.com/001/shared_files/uploads/468999_l.jpg
6,.\birds\Goldfinch(19).jpg,Goldfinch,Carduelis carduelis,7,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2880215.jpg
4,.\birds\Blackbird(1).jpg,Blackbird,Turdus merula,5,Green,https://3.bp.blogspot.com/-hwDFUYwsB3U/VaTTItILS3I/AAAAAAAC1T4/QwpGWBPZx1Y/s1600/Turdus_merula.jpg
7,.\birds\Great_Tit(81).jpg,Great_Tit,Parus major,8,Green,http://images.all-free-download.com/images/graphiclarge/tit_parus_major_paridae_213871.jpg
6,.\birds\Goldfinch(10).jpg,Goldfinch,Carduelis carduelis,7,Green,https://i.pinimg.com/originals/e9/a1/48/e9a1486a2e0f19611d9d86cd3fb4600b.jpg
18,.\birds\Wren(40).jpg,Wren,Troglodytes troglodytes,19,Amber,https://live.staticflickr.com/65535/49969385981_84798c53f5.jpg
6,.\birds\Goldfinch(82).jpg,Goldfinch,Carduelis carduelis,7,Green,https://s-media-cache-ak0.pinimg.com/736x/d4/eb/4d/d4eb4dbcba6911f99618812c77cbedde.jpg
9,.\birds\Long_Tailed_Tit(62).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://naturdata.com/images/species/6000/Aegithalos-caudatus-6929-136448319957962.jpg
10,.\birds\Chaffinch(31).jpg,Chaffinch,Fringilla coelebs,11,Green,https://1.bp.blogspot.com/-MxQsqIku4KY/TxiA5yHkQoI/AAAAAAAABHE/rY9uErk2c7U/s1600/Pinz%25C3%25B3n+%2528Fringilla+coelebs%25291.jpg
3,.\birds\Wood_Pigeon(86).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://live.staticflickr.com/2862/33265286845_d246ab15e8_b.jpg
2,.\birds\Starling(104).jpg,Starling,Sturnus vulgaris,3,Red,https://www.wildlifeillinois.org/wp-content/uploads/2019/01/Starling-Askren.jpeg
18,.\birds\Wren(59).jpg,Wren,Troglodytes troglodytes,19,Amber,http://www.hlasek.com/foto/troglodytes_troglodytes_fg5537.jpg
14,.\birds\Collared_Dove(14).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.naturephoto-cz.com/photos/mraz/streptopelia-decaocto-xxx10a908.jpg
3,.\birds\Wood_Pigeon(149).jpg,Wood_Pigeon,Columba palumbus,4,Amber,Camera trap
2,.\birds\Starling(133).jpg,Starling,Sturnus vulgaris,3,Red,https://s-media-cache-ak0.pinimg.com/originals/19/dd/16/19dd16216373ff952f1141908c2ab55c.jpg
8,.\birds\Magpie(40).jpg,Magpie,Pica pica,9,Green,https://live.staticflickr.com/4090/5096493999_942a3cb994_n.jpg
10,.\birds\Chaffinch(78).jpg,Chaffinch,Fringilla coelebs,11,Green,https://img2.juzaphoto.com/001/shared_files/uploads_hr/726162_large70167.jpg
14,.\birds\Collared_Dove(20).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.hlasek.com/foto/streptopelia_decaocto_aa88.jpg
14,.\birds\Collared_Dove(53).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.fotoparus.com/photogalery/animals/wild_animals/aves/13_COLUMBIFORMES_COLUMBIDAE_Streptopelia_decaocto/slides/Streptopelia_decaocto_2019_0505_1558-4.jpg
16,.\birds\Coal_Tit(49).jpg,Coal_Tit,Periparus ater,17,Green,http://www.snakebunk.com/animalia/aves/passeriformes/paridae/periparus_ater_2497.jpg
1,.\birds\BlueTit(82).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://ramonfortia.cat/wp-content/uploads/2014/03/Cyanistes-caeruleus-6385.jpg
7,.\birds\Great_Tit(19).jpg,Great_Tit,Parus major,8,Green,https://img2.juzaphoto.com/002/shared_files/uploads_hr/2707062_large93352.jpg
16,.\birds\Coal_Tit(31).jpg,Coal_Tit,Periparus ater,17,Green,http://media.featherbase.info/images/000661_full.jpg
3,.\birds\Wood_Pigeon(111).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.birdwords.co.uk/wp-content/uploads/2019/10/Common-Woodpigeon.jpg
3,.\birds\Wood_Pigeon(100).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://cdn.birdwatchingdaily.com/2017/07/Common-Wood-Old-Hunstanton.jpg
4,.\birds\Blackbird(87).jpg,Blackbird,Turdus merula,5,Green,http://3.bp.blogspot.com/-lNQsUvVx3l4/UCZ9iYZYl4I/AAAAAAAABws/Tsqgxb7yA9s/s1600/P6160809.JPG
3,.\birds\Wood_Pigeon(71).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.birdforum.net/gallery/woodpigeon.652848/full
9,.\birds\Long_Tailed_Tit(139).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://voice.gardenbird.co.uk/wp-content/uploads/2017/04/Long-tailed-tit-1200x1200.jpg
16,.\birds\Coal_Tit(63).jpg,Coal_Tit,Periparus ater,17,Green,http://www.fugleognatur.dk/images/galleri/ffe75c2b-6b1d-4546-a159-083aacf12988.jpg
2,.\birds\Starling(32).jpg,Starling,Sturnus vulgaris,3,Red,https://img6.juzaphoto.com/001/shared_files/uploads/3911482_m.jpg
15,.\birds\Carrion_Crow(122).jpg,Carrion_Crow,Corvus corone,16,Green,http://www.birddb.co.uk/img6/Bird94.jpg
8,.\birds\Magpie(33).jpg,Magpie,Pica pica,9,Green,https://www.naturephoto-cz.com/photos/sevcik/pica-pica--straka_dse1844.jpg
3,.\birds\Wood_Pigeon(61).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.natuurlijkmooi.net/images/colupalu.jpg
10,.\birds\Chaffinch(20).jpg,Chaffinch,Fringilla coelebs,11,Green,https://www.naturephoto-cz.com/photos/mraz/fringilla-coelebs-xxx11b226.jpg
17,.\birds\Greenfinch(5).jpg,Greenfinch,Chloris chloris,18,Red,https://antropocene.it/wp-content/uploads/2019/08/Chloris_chloris-800x445.jpg
9,.\birds\Long_Tailed_Tit(10).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,http://img00.deviantart.net/23cc/i/2012/031/a/5/aegithalos_caudatus_by_richard_xx-d4o8jzz.jpg
8,.\birds\Magpie(18).jpg,Magpie,Pica pica,9,Green,http://www.naturephoto-cz.com/photos/birds/magpie-69306.jpg
15,.\birds\Carrion_Crow(80).jpg,Carrion_Crow,Corvus corone,16,Green,http://upload.wikimedia.org/wikipedia/commons/e/e3/Carrion_Crow_RWD3.jpg
17,.\birds\Greenfinch(137).jpg,Greenfinch,Chloris chloris,18,Red,http://www.permuted.org.uk/photography/wp-content/uploads/2008/03/greenfinch_3003080722.jpg
12,.\birds\Jackdaw(17).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.naturephoto-cz.com/photos/birds/coloeus-monedula-45355.jpg
7,.\birds\Great_Tit(106).jpg,Great_Tit,Parus major,8,Green,https://www.happybeaks.co.uk/images/94/bird-library/great-tit.jpg
17,.\birds\Greenfinch(102).jpg,Greenfinch,Chloris chloris,18,Red,https://www.natuurlijkmooi.net/images/chlochlo2.jpg
14,.\birds\Collared_Dove(22).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.hlasek.com/foto/streptopelia_decaocto_a9723.jpg
3,.\birds\Wood_Pigeon(91).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.birdguides-cdn.com/cdn/gallery/birds/WOODPXXX.jpg?&amp;height=1080
11,.\birds\Dunnock(46).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-31x_16a384.jpg
1,.\birds\BlueTit(113).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://images4.fanpop.com/image/photos/21000000/BLUETIT-all-types-of-birds-21047058-468-336.jpg
12,.\birds\Jackdaw(49).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.naturephoto-cz.com/photos/mraz/coloeus-monedula-31x_15a615.jpg
17,.\birds\Greenfinch(48).jpg,Greenfinch,Chloris chloris,18,Red,https://live.staticflickr.com/65535/49854962948_73a9b74563.jpg
17,.\birds\Greenfinch(88).jpg,Greenfinch,Chloris chloris,18,Red,https://live.staticflickr.com/65535/50029312687_a38a380030.jpg
9,.\birds\Long_Tailed_Tit(23).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://img2.juzaphoto.com/001/shared_files/uploads/1267503.jpg
15,.\birds\Carrion_Crow(25).jpg,Carrion_Crow,Corvus corone,16,Green,https://live.staticflickr.com/65535/50000943258_7b0600ec2f.jpg
14,.\birds\Collared_Dove(106).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://www.cheshireandwirralbirdatlas.org/images/species/birds/100b_collared_dove.jpg
12,.\birds\Jackdaw(71).jpg,Jackdaw,Coloeus monedula,13,Green,https://waarnemingen.be/media/photo/26477245.jpg
2,.\birds\Starling(91).jpg,Starling,Sturnus vulgaris,3,Red,http://www.english-country-garden.com/a/i/birds/starling-1.jpg
9,.\birds\Long_Tailed_Tit(123).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://www.happybeaks.co.uk/images/94/bird-library/long-tailed-tit.jpg
15,.\birds\Carrion_Crow(120).jpg,Carrion_Crow,Corvus corone,16,Green,https://live.staticflickr.com/8244/8505669724_ed72b8560b.jpg
9,.\birds\Long_Tailed_Tit(85).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://aminus3.s3.amazonaws.com/image/g0019/u00018187/i02258961/c6a227c70385420e0c6eb97fd6ceb243_large.jpg
6,.\birds\Goldfinch(1).jpg,Goldfinch,Carduelis carduelis,7,Green,http://www.free-photos.biz/images/nature/birds/carduelis_carduelis_in_sunshine_2.jpg
10,.\birds\Chaffinch(131).jpg,Chaffinch,Fringilla coelebs,11,Green,https://www.naturephoto-cz.com/fullsize/mraz/chaffinch-96x_20a191.jpg
3,.\birds\Wood_Pigeon(127).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://images.on-this.website/4752_19106625745e9c2e6d6c8e5.jpg
19,.\birds\Song_Thrush(122).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://www.naturephoto-cz.com/fullsize/mraz/song-thrush-52x_17a816.jpg
4,.\birds\Blackbird(99).jpg,Blackbird,Turdus merula,5,Green,https://www.birdspot.co.uk/wp-content/uploads/2005/08/blackbird.jpg
2,.\birds\Starling(54).jpg,Starling,Sturnus vulgaris,3,Red,https://www.naturephoto-cz.com/photos/mraz/sturnus-vulgaris-97x_19a095.jpg
0,.\birds\House_Sparrow(95).jpg,House_Sparrow,Passer domesticus,1,Red,https://www.viva.fct.unl.pt/sites/www.viva.fct.unl.pt/files/imagens/aves/passer_domesticus/p._domesticus_by_ze_manel2.jpg
11,.\birds\Dunnock(4).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-31x_20a248.jpg
17,.\birds\Greenfinch(97).jpg,Greenfinch,Chloris chloris,18,Red,https://img2.juzaphoto.com/002/shared_files/uploads/2132492_l.jpg
6,.\birds\Goldfinch(123).jpg,Goldfinch,Carduelis carduelis,7,Green,http://www.birdwallpapers.com/wallpapers/nice-american-goldfinch-photo.jpg
17,.\birds\Greenfinch(105).jpg,Greenfinch,Chloris chloris,18,Red,http://www.singing-wings-aviary.com/wp-content/uploads/2015/03/European-Greenfinch.jpg
3,.\birds\Wood_Pigeon(106).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.birdguides.com/cdn/gallery/birds/WOODP1X.jpg
12,.\birds\Jackdaw(47).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.snakebunk.com/animalia/aves/passeriformes/corvidae/coloeus_monedula_3387.jpg
17,.\birds\Greenfinch(36).jpg,Greenfinch,Chloris chloris,18,Red,http://www.tf79.ch/nature/medium/chloris-chloris004.jpg
5,.\birds\Robin(17).jpg,Robin,Erithacus rubecula,6,Green,https://www.publicdomainpictures.net/pictures/180000/velka/robin-erithacus-rubecula-1467287523Wbx.jpg
7,.\birds\Great_Tit(130).jpg,Great_Tit,Parus major,8,Green,https://www.birdspot.co.uk/wp-content/uploads/2007/08/great-tit.jpg
0,.\birds\House_Sparrow(36).jpg,House_Sparrow,Passer domesticus,1,Red,https://avocet.integrativebiology.natsci.msu.edu/photos_data/687/original.jpg
19,.\birds\Song_Thrush(41).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://www.hlasek.com/foto/turdus_philomelos_d166.jpg
16,.\birds\Coal_Tit(25).jpg,Coal_Tit,Periparus ater,17,Green,https://www.naturephoto-cz.com/photos/mraz/periparus-ater-08A005.jpg
15,.\birds\Carrion_Crow(114).jpg,Carrion_Crow,Corvus corone,16,Green,http://gallery.nen.gov.uk/assets/1106/0000/0428/img_3161.jpg
10,.\birds\Chaffinch(62).jpg,Chaffinch,Fringilla coelebs,11,Green,http://gallery.new-ecopsychology.org/photo/birds/chaffinch_(fringilla_coelebs).jpg
4,.\birds\Blackbird(20).jpg,Blackbird,Turdus merula,5,Green,https://www.naturephoto-cz.com/photos/sevcik/turdus-merula--xxxkos_dsg8311.jpg
6,.\birds\Goldfinch(67).jpg,Goldfinch,Carduelis carduelis,7,Green,https://i.pinimg.com/originals/90/6a/eb/906aeb63e1e7c5e16413f6af796d6ab8.jpg
19,.\birds\Song_Thrush(92).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://www.arthurgrosset.com/europebirds/photos/turphi8544.jpg
15,.\birds\Carrion_Crow(73).jpg,Carrion_Crow,Corvus corone,16,Green,http://www.naseptactvo.cz/fotogalerie/pevci/vrana-cerna-corvus-corone_884.jpg
19,.\birds\Song_Thrush(27).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://ptici.info/assets/components/phpthumbof/cache/pevchy_drozd.d183dfb1905027f60a3cd0fcbd96ac30.jpg
2,.\birds\Starling(52).jpg,Starling,Sturnus vulgaris,3,Red,https://img6.juzaphoto.com/001/shared_files/uploads_hr/3944268_large711.jpg
19,.\birds\Song_Thrush(145).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://euclid.nmu.edu/~jophilli/song-thrush1.jpg
6,.\birds\Goldfinch(127).jpg,Goldfinch,Carduelis carduelis,7,Green,Camera trap
1,.\birds\BlueTit(127).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://images5.alphacoders.com/323/323241.jpg
14,.\birds\Collared_Dove(28).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://live.staticflickr.com/65535/49509461108_fb380dd21f_z.jpg
8,.\birds\Magpie(4).jpg,Magpie,Pica pica,9,Green,http://birds.nature4stock.com/wp-content/uploads/2009/03/pica-pica-img_4629.jpg
16,.\birds\Coal_Tit(54).jpg,Coal_Tit,Periparus ater,17,Green,https://www.asturnatura.com/photo/_files/photogallery/3b5931205f615c9ebc934e4e731741a6.jpg
12,.\birds\Jackdaw(22).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.naturephoto-cz.com/photos/birds/coloeus-monedula-41946.jpg
7,.\birds\Great_Tit(64).jpg,Great_Tit,Parus major,8,Green,https://focusingonwildlife.com/news/wp-content/gallery/great-tit-parus-major/great_tit_0_0.jpg
11,.\birds\Dunnock(37).jpg,Dunnock,Prunella modularis,12,Amber,https://focusingonwildlife.com/news/wp-content/gallery/dunnock-prunella-modularis/dunnock-prunella-modularis-9.jpg
18,.\birds\Wren(4).jpg,Wren,Troglodytes troglodytes,19,Amber,https://img.fotocommunity.com/troglodytes-troglodytes-42c5bfd6-6a00-4dab-a7e0-c6a5735c407f.jpg?height=1080
6,.\birds\Goldfinch(106).jpg,Goldfinch,Carduelis carduelis,7,Green,https://1.bp.blogspot.com/-DNza-WXEZT0/XOv6i17PsHI/AAAAAAAAQVA/OhtJ8R3JrAUDpFP5Xu05ZIQIpV8UNhbBQCLcBGAs/s1600/goldfinch.jpg
18,.\birds\Wren(127).jpg,Wren,Troglodytes troglodytes,19,Amber,http://twootz.com/assets/images/bird/Wren.jpg
12,.\birds\Jackdaw(116).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.alfredericksson.co.uk/wp-content/uploads/2009/04/jackdaw-4985.jpg
6,.\birds\Goldfinch(125).jpg,Goldfinch,Carduelis carduelis,7,Green,https://cdn.shopify.com/s/files/1/0020/1926/2510/products/779-3_1024x1024@2x.jpg?v=1551504264
1,.\birds\BlueTit(33).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://www.naturephoto-cz.com/photos/sevcik/cyanistes-caeruleus--modrinka_dse1663.jpg
3,.\birds\Wood_Pigeon(137).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://avibirds.com/wp-content/uploads/2021/02/common-woodpigeon.jpg
14,.\birds\Collared_Dove(124).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://sandiegobirdspot.com/wp-content/gallery/eurasian-collared-dove/QL0A0070.jpg
2,.\birds\Starling(126).jpg,Starling,Sturnus vulgaris,3,Red,https://www.naturephoto-cz.com/fullsize/mraz/starling-28x_19a619.jpg
1,.\birds\BlueTit(46).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://live.staticflickr.com/1739/42839171191_f83ccd0dc7.jpg
10,.\birds\Chaffinch(149).jpg,Chaffinch,Fringilla coelebs,11,Green,https://www.naturephoto-cz.com/fullsize/mraz/chaffinch-64x_18a285.jpg
0,.\birds\House_Sparrow(70).jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/8534/8707604066_d3d0fe7ab7_b.jpg
